0	36.09562841	1.013500105
1	46.09303359	1.139882816
2	58.01511059	1.016764445
3	65.04335789	1.053339669
4	54.59039314	1.436214016
5	52.33244023	1.226050989
6	65.76585858	1.872418141
7	44.46465796	3.283882108
8	72.25947763	4.992629326
9	62.35069949	0.768604585
10	64.89589498	0.641988794
11	66.62763338	1.175377456
12	59.7524219	1.197862841
13	64.93459877	1.196268828
14	75.55575777	4.713430663
15	57.16712899	1.341697046
16	40.99749466	1.677720975
17	67.22189293	1.539836106
18	52.62842272	1.357449186
19	99.0892673	5.353799425
20	138.3175587	0.457008638
